Title,Authors,Year,Venue,DOI,Source
Handbook of statistical analysis and data mining applications,"['R Nisbet', 'J Elder', 'GD Miner']",2009.0,,https://books.google.com/books?hl=en&lr=&id=U5np34a5fmQC&oi=fnd&pg=PP1&dq=Federal+Statistical+Research+Data+Centers&ots=St1XESwjBT&sig=1-UbZQraaFiilbFCDcXbIwGLz6I,Google Scholar
The sexual victimization of men in America: New data challenge old assumptions,"['L Stemple', 'IH Meyer']",2014.0,American journal of public health,https://ajph.aphapublications.org/doi/abs/10.2105/AJPH.2014.301946,Google Scholar
Harmonizing federal interagency traumatic brain injury research data to examine depression and suicide-related outcomes.,"[""ME O'Neil"", 'D Krushnic', 'K Clauss']",2024.0,Rehabilitation …,https://psycnet.apa.org/record/2024-65629-001?doi=1,Google Scholar
Status of education in rural America,['S Provasnik'],2007.0,,https://books.google.com/books?hl=en&lr=&id=twySZ-zOdYEC&oi=fnd&pg=PR3&dq=Federal+Statistical+Research+Data+Centers&ots=0U_UnuD0t3&sig=Mb6vg5zAySoss-q50ONFRbNBbsA,Google Scholar
Does federally-funded job training work? Nonexperimental estimates of WIA training impacts using longitudinal data on workers and firms,"['F Andersson', 'HJ Holzer', 'JI Lane', 'D Rosenblum']",2013.0,,https://www.nber.org/papers/w19446,Google Scholar
First Marriages in the United States: Data from the 2006-2010 National Survey of Family Growth. National Health Statistics Reports. Number 49.,"['CE Copen', 'K Daniels', 'J Vespa', 'WD Mosher']",2012.0,… Center for Health Statistics,https://eric.ed.gov/?id=ED575480,Google Scholar
E-rulemaking: Bringing data to theory at the Federal Communications Commission,['JM De Figueiredo'],2005.0,Duke LJ,https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/duklr55&section=34,Google Scholar
Intersection of living in a rural versus urban area and race/ethnicity in explaining access to health care in the United States,"['JT Caldwell', 'CL Ford', 'SP Wallace']",2016.0,… journal of public …,https://ajph.aphapublications.org/doi/abs/10.2105/AJPH.2016.303212,Google Scholar
Toward the next generation of US national longitudinal surveys: Ideas from researchers for the National Center for Education Statistics,['A Gamoran'],2016.0,AERA Open,https://journals.sagepub.com/doi/abs/10.1177/2332858416649176,Google Scholar
Does E‐government measure up to E‐Business? Comparing end user perceptions of US federal government and E‐business web sites,"['FV Morgeson III', 'S Mithas']",2009.0,Public Administration Review,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1540-6210.2009.02021.x,Google Scholar
Health information technology capacity at federally qualified health centers: a mechanism for improving quality of care,"['JA Frimpong', 'BE Jackson', 'LSM Stewart']",2013.0,… health services research,https://link.springer.com/article/10.1186/1472-6963-13-35,Google Scholar
Analysis of contractor data in federal acquisition databases,"['N Wu', 'ME Tudoreanu', 'S Siruvolu', 'R Wang', 'JR Talburt']",2020.0,,https://dair.nps.edu/handle/123456789/4212,Google Scholar
1997 Federal Court Management Statistics,['JC Reporter'],,Corrections Compendium,https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/socrijus1997&section=16,Google Scholar
"Health, United States","['', 'National Center for Health Services Research']",2015.0,,https://books.google.com/books?hl=en&lr=&id=qOBv8tkzmsYC&oi=fnd&pg=PA4&dq=Federal+Statistical+Research+Data+Centers&ots=hLRUVMgoZA&sig=r8ugWWvubfpLfEQIb59qFKC0Yrs,Google Scholar
Association of childhood asthma with federal rental assistance,"['M Boudreaux', 'A Fenelon', 'N Slopen']",2020.0,JAMA pediatrics,https://jamanetwork.com/journals/jamapediatrics/article-abstract/2762006,Google Scholar
The Cooperative Federal-state-local Health Statistics System,[],1973.0,,https://books.google.com/books?hl=en&lr=&id=ZQ-vWJvU-lQC&oi=fnd&pg=PA2&dq=Federal+Statistical+Research+Data+Centers&ots=-eKwuwF18P&sig=HqhTGzPwYbYckzA8RuM0XxcNbl0,Google Scholar
The limitations of government databases for analyzing fatal officer-involved shootings in the United States,"['HE Williams', 'SW Bowman']",2019.0,Criminal Justice Policy …,https://journals.sagepub.com/doi/abs/10.1177/0887403416650927,Google Scholar
Federal cloud computing: The definitive guide for cloud service providers,['M Metheny'],2017.0,,https://books.google.com/books?hl=en&lr=&id=9UPQDAAAQBAJ&oi=fnd&pg=PP1&dq=Federal+Statistical+Research+Data+Centers&ots=Quz8Vie0xc&sig=TbTmIBr8u9RhivOxQvQRwyWshkg,Google Scholar
Sexual victimization perpetrated by women: Federal data reveal surprising prevalence,"['L Stemple', 'A Flores', 'IH Meyer']",2017.0,Aggression and violent behavior,https://www.sciencedirect.com/science/article/pii/S1359178916301446,Google Scholar
The validity of race and Hispanic origin reporting on death certificates in the United States: an update,"['E Arias', 'MP Heron', 'JK Hakes']",2016.0,,https://stacks.cdc.gov/view/cdc/45533,Google Scholar
Primary Sources for Measuring Suicide—Federal Data Sets,['KB Stone'],2023.0,… : Proceedings of a …,https://www.ncbi.nlm.nih.gov/books/NBK598928/,Google Scholar
On the controversies behind the origins of the federal economic statistics,['H Rockoff'],2019.0,Journal of Economic Perspectives,https://www.aeaweb.org/articles?id=10.1257/jep.33.1.147,Google Scholar
Statistical analysis of fragility curves,"['M Shinozuka', 'MQ Feng', 'J Lee']",2000.0,Journal of engineering …,https://ascelibrary.org/doi/abs/10.1061/(ASCE)0733-9399(2000)126:12(1224),Google Scholar
The effect of federal wilderness on county growth in the intermountain western United States,['KT Duffy‐Deno'],1998.0,Journal of regional science,https://onlinelibrary.wiley.com/doi/abs/10.1111/0022-4146.00084,Google Scholar
Ecological data sharing,['WK Michener'],2015.0,Ecological informatics,https://www.sciencedirect.com/science/article/pii/S1574954115001004,Google Scholar
"Health, United States, 2006 with chartbook on trends in the health of Americans",[],2007.0,,https://books.google.com/books?hl=en&lr=&id=_6hf5q5VwKUC&oi=fnd&pg=PR13&dq=Federal+Statistical+Research+Data+Centers&ots=_nKnWZsgIE&sig=fu8476cQVhEieiCDFGpStJNqluE,Google Scholar
Statistics Reports,"['E Arias', 'SL Murphy', 'D Kochanek']",2003.0,… Center for Health Statistics …,https://books.google.com/books?hl=en&lr=&id=tf8_dpShf8EC&oi=fnd&pg=RA1-PA1&dq=Federal+Statistical+Research+Data+Centers&ots=igK-z4dq6d&sig=NAIigruKXrw23fp_6bbCqZ5tTis,Google Scholar
Report on activities: Committee on national statistics,['ME Martin'],1976.0,The American Statistician,https://www.tandfonline.com/doi/pdf/10.1080/00031305.1976.10479128,Google Scholar
Measuring public corruption in the United States: Evidence from administrative records of federal prosecutions,"['AS Cordis', 'J Milyo']",2016.0,Public Integrity,https://www.tandfonline.com/doi/abs/10.1080/10999922.2015.1111748,Google Scholar
"Digest of Education Statistics 2014, NCES 2016-006.","['TD Snyder', 'C De Brey', 'SA Dillow']",2016.0,National Center for Education Statistics,https://eric.ed.gov/?id=ed565675,Google Scholar
Are patients at Veterans Affairs medical centers sicker?: A comparative analysis of health status and medical resource use,"['Z Agha', 'RP Lofgren', 'JV VanRuiswyk']",2000.0,Archives of internal …,https://jamanetwork.com/journals/jamainternalmedicine/article-abstract/485566,Google Scholar
On the Benefits and Costs of Public Access to Data Used to Support Federal Policy Making,"['R Lutter', 'D Zorn']",2016.0,,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3191414,Google Scholar
Health care utilization and receipt of preventive care for patients seen at federally funded health centers compared to other sites of primary care,"['N Laiteerapong', 'J Kirby', 'Y Gao', 'TC Yu']",2014.0,… services research,https://onlinelibrary.wiley.com/doi/abs/10.1111/1475-6773.12178,Google Scholar
Lending relationships in Germany–Empirical evidence from survey data,"['D Harhoff', 'T Körting']",1998.0,Journal of Banking & Finance,https://www.sciencedirect.com/science/article/pii/S0378426698000612,Google Scholar
The LEHD infrastructure files and the creation of the Quarterly Workforce Indicators,"['JM Abowd', 'BE Stephens', 'L Vilhuber']",2009.0,… from micro data,https://www.degruyter.com/document/doi/10.7208/9780226172576-008/pdf?licenseType=restricted,Google Scholar
US census 2000 population with bridged race categories,"['DD Ingram', 'JD Parker', 'N Schenker', 'JA Weed']",2003.0,,https://stacks.cdc.gov/view/cdc/6490,Google Scholar
Long-term care services in the United States: 2013 overview,"['LD Harris-Kojetin', 'M Sengupta', 'E Park-Lee', 'R Valverde']",2013.0,,https://stacks.cdc.gov/view/cdc/22285/cdc_22285_DS1.pdf,Google Scholar
"Quality of death rates by race and Hispanic-origin: a summary of current research, 1999",['HM Rosenberg'],1999.0,,https://books.google.com/books?hl=en&lr=&id=-KyO-xuDn4kC&oi=fnd&pg=PA1&dq=Federal+Statistical+Research+Data+Centers&ots=ePdJfjP0TC&sig=JSwvujyMdJ3JLydf6KKw4g4-0x4,Google Scholar
"Digest of Education Statistics, 2000.","['TD Snyder', 'CM Hoffman']",2001.0,,https://eric.ed.gov/?id=ED455275,Google Scholar
NDAR: A model federal system for secondary analysis in developmental disabilities research,"['SI Novikova', 'DM Richman', 'K Supekar']",2013.0,… review of research in …,https://www.sciencedirect.com/science/article/pii/B9780124077607000037,Google Scholar
A knowledge-based approach to the statistical mapping of climate,"['C Daly', 'WP Gibson', 'GH Taylor', 'GL Johnson']",2002.0,Climate research,https://www.int-res.com/abstracts/cr/v22/n2/p99-113,Google Scholar
"Homicides by police: comparing counts from the national violent death reporting system, vital statistics, and supplementary homicide reports","['C Barber', 'D Azrael', 'A Cohen']",2016.0,… journal of public …,https://ajph.aphapublications.org/doi/abs/10.2105/AJPH.2016.303074,Google Scholar
Cochlear implant complications: utility of federal database in systematic analysis,"['RR Tambyraja', 'MA Gutman']",2005.0,… of Otolaryngology–Head …,https://jamanetwork.com/journals/jamaotolaryngology/article-abstract/648801,Google Scholar
Assessing the Quality of Blended Statistics in a Federal Health Survey,"['L Kantor', 'A Bisognano', 'M Trierweiler']",,,http://www.asasrms.org/Proceedings/y2021/files/1913732.pdf,Google Scholar
Toward scalable systems for big data analytics: A technology tutorial,"['H Hu', 'Y Wen', 'TS Chua', 'X Li']",2014.0,IEEE access,https://ieeexplore.ieee.org/abstract/document/6842585/,Google Scholar
Electronic health records and clinical decision support systems: impact on national ambulatory care quality,"['MJ Romano', 'RS Stafford']",2011.0,Archives of internal medicine,https://jamanetwork.com/journals/jamainternalmedicine/article-abstract/227364,Google Scholar
National hospital ambulatory medical care survey: 2005 emergency department summary,"['EW Nawar', 'RW Niska', 'J Xu']",2007.0,,https://stacks.cdc.gov/view/cdc/81298,Google Scholar
The twentieth century reanalysis project,"['GP Compo', 'JS Whitaker']",2011.0,Quarterly Journal of …,https://rmets.onlinelibrary.wiley.com/doi/abs/10.1002/QJ.776,Google Scholar
Status and Trends in the Education of American Indians and Alaska Natives: 2008. NCES 2008-084.,"['JF DeVoe', 'KE Darling-Churchill']",2008.0,National Center for Education Statistics,https://eric.ed.gov/?id=ED502797,Google Scholar
Federal data science: Transforming government and agricultural policy using artificial intelligence,"['FA Batarseh', 'R Yang']",2017.0,,https://books.google.com/books?hl=en&lr=&id=8eLWDgAAQBAJ&oi=fnd&pg=PP1&dq=Federal+Statistical+Research+Data+Centers&ots=htWS6MkvMo&sig=atUMFQYePv86hYmI74UaOXr04z0,Google Scholar
Diverging trends in national and local concentration,"['E Rossi-Hansberg', 'PD Sarte']",2021.0,NBER Macroeconomics …,https://www.journals.uchicago.edu/doi/abs/10.1086/712317,Google Scholar
"Federal housing assistance and chronic disease among US adults, 2005–2018","['C Kim', 'LM Rossen', 'B Stierman']",2023.0,Preventing Chronic …,https://pmc.ncbi.nlm.nih.gov/articles/PMC10723081/,Google Scholar
Data-driven perspectives on federal budgetary dynamics for identifying anomalies and patterns in resource allocation and obligation trends,"['RS Khan', 'MRM Sirazy', 'R Das']",2024.0,Quarterly Journal of …,https://www.researchgate.net/profile/Rafiqus-Khan/publication/387586972_DATA-DRIVEN_PERSPECTIVES_ON_FEDERAL_BUDGETARY_DYNAMICS_FOR_IDENTIFYING_ANOMALIES_AND_PATTERNS_IN_RESOURCE_ALLOCATION_AND_OBLIGATION_TRENDS/links/6774ee3cfb9aff6eaafc1e77/DATA-DRIVEN-PERSPECTIVES-ON-FEDERAL-BUDGETARY-DYNAMICS-FOR-IDENTIFYING-ANOMALIES-AND-PATTERNS-IN-RESOURCE-ALLOCATION-AND-OBLIGATION-TRENDS.pdf,Google Scholar
Digest of Education Statistics 2013. NCES 2015-011.,"['TD Snyder', 'SA Dillow']",2015.0,National Center for Education Statistics,https://eric.ed.gov/?id=ED556349,Google Scholar
Tragedy of the data commons,['J Yakowitz'],2011.0,Harv. JL & Tech.,https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/hjlt25&section=4,Google Scholar
Three eras of survey research,['RM Groves'],2011.0,Public opinion quarterly,https://academic.oup.com/poq/article-abstract/75/5/861/1831518,Google Scholar
The definition of the standard WMO climate normal: The key to deriving alternative climate normals,"['A Arguez', 'RS Vose']",2011.0,Bulletin of the American Meteorological Society,https://www.jstor.org/stable/26218540,Google Scholar
A comprehensive review on digital twins for smart energy management system,"['M Lamagna', 'D Groppi', 'MM Nezhad']",2021.0,International Journal of …,https://elar.urfu.ru/handle/10995/106465,Google Scholar
Literature Survey of Big Data,['J McGlynn'],2023.0,,https://rosap.ntl.bts.gov/view/dot/68403,Google Scholar
"Sexual victimization in state and federal prisons reported by inmates, 2007","['AJ Beck', 'PM Harrison']",2008.0,,http://www.defenseforsvp.com/Resources/US_gov/USDOJ_PrisonSexualVictimization_2007.pdf,Google Scholar
Secondary research: Information sources and methods,"['DW Stewart', 'MA Kamins']",1993.0,,https://books.google.com/books?hl=en&lr=&id=Oe3MrNsOjkkC&oi=fnd&pg=PA1&dq=Federal+Statistical+Research+Data+Centers&ots=D2X_qE3lB6&sig=aI2nUths0ydhmJ-09dlLgl22vw4,Google Scholar
Child maltreatment surveillance: Uniform definitions for public health and recommended data elements,['RT Leeb'],2008.0,,https://books.google.com/books?hl=en&lr=&id=M4Y3S-qDuzEC&oi=fnd&pg=PR6&dq=Federal+Statistical+Research+Data+Centers&ots=Zo3M_76D_4&sig=fJZ-QdEo5FDedX6aa8ZwlGg3Xc8,Google Scholar
COVID-19 cases and deaths in federal and state prisons,"['B Saloner', 'K Parish', 'JA Ward', 'G DiLaura', 'S Dolovich']",2020.0,Jama,https://jamanetwork.com/journals/jama/article-abstract/2768249,Google Scholar
30 day results from the SPACE trial of stent-protected angioplasty versus carotid endarterectomy in symptomatic patients: a randomised non-inferiority trial,['SPACE Collaborative Group'],2006.0,The Lancet,https://www.sciencedirect.com/science/article/pii/S0140673606691228,Google Scholar
"Digest of Education Statistics, 2009. NCES 2010-013.","['TD Snyder', 'SA Dillow']",2010.0,National Center for Education Statistics,https://eric.ed.gov/?id=ED509883,Google Scholar
How many scientists fabricate and falsify research? A systematic review and meta-analysis of survey data,['D Fanelli'],2009.0,PloS one,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0005738,Google Scholar
Methadone exposures reported to poison control centers in the United States following the COVID-19-related loosening of federal methadone regulations,"['C Welsh', 'S Doyon', 'K Hart']",2022.0,International Journal of Drug Policy,https://www.sciencedirect.com/science/article/pii/S0955395922000111,Google Scholar
Applying data synthesis for longitudinal business data across three countries,"['MJ Alam', 'B Dostie', 'J Drechsler', 'L Vilhuber']",2020.0,Statistics in Transition New …,https://www.ceeol.com/search/article-detail?id=937843,Google Scholar
"Digest of Education Statistics, 2011. NCES 2012-001.","['TD Snyder', 'SA Dillow']",2012.0,National Center for Education Statistics,https://eric.ed.gov/?id=ED544580,Google Scholar
How Might We Democratize Data? Analyzing Implications of Federal Data System Design for Communities and Individuals,['DA Zachary'],2023.0,,https://search.proquest.com/openview/0a4a7431bfe1567121155a0b9a8bbe35/1?pq-origsite=gscholar&cbl=18750&diss=y,Google Scholar
Changes in US mass shooting deaths associated with the 1994–2004 federal assault weapons ban: Analysis of open-source data,"['C DiMaggio', 'J Avraham', 'C Berry', 'M Bukur']",2019.0,Journal of trauma and …,https://journals.lww.com/jtrauma/fulltext/2019/01000/Changes_inUS_mass_shooting_deaths_associated_with.2.aspx,Google Scholar
National center for health Statistics data presentation standards for rates and counts,"['JD Parker', 'M Talih', 'KE Irimata', 'G Zhang', 'AM Branum']",2023.0,,https://stacks.cdc.gov/view/cdc/124368/cdc_124368_DS1.pdf,Google Scholar
Infant mortality statistics from the 2013 period linked birth/infant death data set,"['TJ Mathews', 'MF MacDorman', 'ME Thoma']",2015.0,,https://stacks.cdc.gov/view/cdc/32752,Google Scholar
Strategies Federal Government IT Project Managers Use to Migrate IT Systems to the Cloud,['LTD Griffith'],2020.0,,https://search.proquest.com/openview/c15769f6ae3929b9ed000444719b55aa/1?pq-origsite=gscholar&cbl=44156,Google Scholar
Litigation outcomes in state and federal courts: A statistical portrait,"['T Eisenberg', 'J Goerdt', 'B Ostrom', 'D Rottman']",1995.0,Seattle UL Rev.,https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/sealr19&section=24,Google Scholar
Mortality among US veterans of the Persian Gulf War,"['HK Kang', 'TA Bullman']",1996.0,New England Journal of Medicine,https://www.nejm.org/doi/abs/10.1056/NEJM199611143352006,Google Scholar
Statistical brief# 160,"['CM Torio', 'RM Andrews']",2013.0,… and utilization project (HCUP) statistical …,https://hcup-us.ahrq.gov/reports/statbriefs/sb160.pdf,Google Scholar
"The National COVID Cohort Collaborative (N3C): rationale, design, infrastructure, and deployment","['MA Haendel', 'CG Chute', 'TD Bennett']",2021.0,Journal of the …,https://academic.oup.com/jamia/article-abstract/28/3/427/5893482,Google Scholar
… maintenance treatment retention improves nationally recommended preventive primary care screenings when integrated into urban federally qualified health centers,"['MS Haddad', 'A Zelenev', 'FL Altice']",2015.0,Journal of Urban Health,https://link.springer.com/article/10.1007/s11524-014-9924-1,Google Scholar
A federal monitoring system for early adult health,['BV Brown'],2008.0,Journal of adolescent health,https://www.sciencedirect.com/science/article/pii/S1054139X08001079,Google Scholar
Research data services maturity in academic libraries,"['C Kollen', 'I Kouper', 'M Ishida', 'S Williams', 'K Fear']",2017.0,,https://repository.arizona.edu/handle/10150/622168,Google Scholar
Promoting safe walking and cycling to improve public health: lessons from the Netherlands and Germany,"['J Pucher', 'L Dijkstra']",2003.0,American journal of public health,https://ajph.aphapublications.org/doi/abs/10.2105/ajph.93.9.1509,Google Scholar
A survey on the edge computing for the Internet of Things,"['W Yu', 'F Liang', 'X He', 'WG Hatcher', 'C Lu', 'J Lin']",2017.0,IEEE …,https://ieeexplore.ieee.org/abstract/document/8123913/,Google Scholar
A survey of industrial applications of Demand Response,"['MH Shoreh', 'P Siano', 'M Shafie-khah', 'V Loia']",2016.0,… Systems Research,https://www.sciencedirect.com/science/article/pii/S0378779616302632,Google Scholar
Towards a modern approach to privacy-aware government data releases,"['M Altman', 'A Wood', ""DR O'Brien"", 'S Vadhan']",2015.0,… Technology Law Journal,https://www.jstor.org/stable/26377584,Google Scholar
"iFogSim: A toolkit for modeling and simulation of resource management techniques in the Internet of Things, Edge and Fog computing environments","['H Gupta', 'A Vahid Dastjerdi', 'SK Ghosh']",2017.0,Software: Practice and …,https://onlinelibrary.wiley.com/doi/abs/10.1002/spe.2509,Google Scholar
"Health, United States","['', 'National Center for Health Services Research']",2002.0,,https://books.google.com/books?hl=en&lr=&id=JkQelawtQRMC&oi=fnd&pg=PR8&dq=Federal+Statistical+Research+Data+Centers&ots=jKeL_rCFtU&sig=6Rm06QZLIOmJvvJz8txSWGUThwY,Google Scholar
The global precipitation climatology project (GPCP) combined precipitation dataset,"['GJ Huffman', 'RF Adler', 'P Arkin', 'A Chang']",1997.0,Bulletin of the …,https://journals.ametsoc.org/view/journals/bams/78/1/1520-0477_1997_078_0005_tgpcpg_2_0_co_2.xml,Google Scholar
2022 roadmap on neuromorphic computing and engineering,"['DV Christensen', 'R Dittmann']",2022.0,Neuromorphic …,https://iopscience.iop.org/article/10.1088/2634-4386/ac4a83/meta,Google Scholar
"A uniform, quality controlled Surface Ocean CO2 Atlas (SOCAT)","['B Pfeil', 'A Olsen', 'DCE Bakker', 'S Hankin']",2013.0,… Science Data,https://essd.copernicus.org/articles/5/125/2013/,Google Scholar
Secondary data sources for public health: A practical guide,['S Boslaugh'],2007.0,,https://books.google.com/books?hl=en&lr=&id=2UWOXoxO6Q4C&oi=fnd&pg=PR1&dq=Federal+Statistical+Research+Data+Centers&ots=dZ9KIyZ7cg&sig=CD_JZs05LZht0-l2AstypSLwIac,Google Scholar
Signal traffic: Critical studies of media infrastructures,"['CR Acland', 'P Dourish', 'S Harris', 'J Holt', 'S Mattern']",2015.0,,https://books.google.com/books?hl=en&lr=&id=C7ZCCQAAQBAJ&oi=fnd&pg=PP1&dq=Federal+Statistical+Research+Data+Centers&ots=0R2YNPtUU0&sig=ZJ3ys6nxBSjKlIrRQbtecBEvaDs,Google Scholar
Big data from small data: data-sharing in the'long tail'of neuroscience,"['AR Ferguson', 'JL Nielson', 'MH Cragin']",2014.0,Nature …,https://www.nature.com/articles/nn.3838,Google Scholar
Risk factors for infant maltreatment: a population-based study,"['SS Wu', 'CX Ma', 'RL Carter', 'M Ariet', 'EA Feaver']",2004.0,Child abuse & …,https://www.sciencedirect.com/science/article/pii/S0145213404002558,Google Scholar
"Using linked survey and administrative data to better measure income: Implications for poverty, program effectiveness, and holes in the safety net","['BD Meyer', 'N Mittag']",2019.0,American Economic Journal: Applied Economics,https://www.aeaweb.org/articles?id=10.1257/app.20170478,Google Scholar
"Health, United States, 2010 with special feature on death and dying",[],2011.0,,https://books.google.com/books?hl=en&lr=&id=kDzTD8nz6BgC&oi=fnd&pg=PA11&dq=Federal+Statistical+Research+Data+Centers&ots=KHGis6ZB7u&sig=sgjstprD26NkfkCVYSrjRul73mU,Google Scholar
Financial incentives and retirement: evidence from federal civil service workers,"['B Asch', 'SJ Haider', 'J Zissimopoulos']",2005.0,Journal of public Economics,https://www.sciencedirect.com/science/article/pii/S0047272704000180,Google Scholar
Federal information in the networked environment: A perspective from the Coalition for Networked Information,['JF Cheverie'],1999.0,Government Information Quarterly,https://www.sciencedirect.com/science/article/pii/S0740624X99800276,Google Scholar
Utilizing Federal Data Sources to Support Nursing Workforce Analysis,"['B Kang', 'T Fernando', 'J Pang', 'P Shirey']",2024.0,"Policy, Politics, & …",https://journals.sagepub.com/doi/abs/10.1177/15271544241286078,Google Scholar
Spotlight on heterogeneity: the federal standards for racial and ethnic classification,"['', 'JT Lott', 'J Goldstein', 'National Research Council']",1996.0,,N/A,Google Scholar
"1975 Federal Funding for Education Knowledge Production and Utilization: A Composite Estimate, by Agency, Using Four Data Bases. R&D System Studies …",['CE Nelson'],1977.0,,https://eric.ed.gov/?id=ED135783,Google Scholar
Updated and extended European dataset of daily climate observations,"['EJ Klok', 'AMG Klein Tank']",2009.0,International Journal of Climatology: A Journal …,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=4560d3c6d9ae9eff8e4cd5e1a75d04050cc187ff,Google Scholar
Intimate partner violence surveillance: Uniform definitions and recommended data elements. Version 1.0,"['LE Saltzman', 'JL Fanslow', 'PM McMahon', 'GA Shelley']",1999.0,,https://stacks.cdc.gov/view/cdc/7537,Google Scholar
"Cigarette smoking and attempts to quits among adults receiving federal housing assistance from 2005 to 2018, NHIS-HUD linked data","['JV Bachand', 'VE Garrison', 'BM Reyes', 'CE Pollack']",2025.0,BMC Public Health,https://link.springer.com/article/10.1186/s12889-025-21973-4,Google Scholar
Fifty years of the survey of professional forecasters,"['D Croushore', 'T Stark']",2019.0,Economic Insights,https://www.philadelphiafed.org/-/media/frbp/assets/economy/articles/economic-insights/2019/q4/eiq419-spf-50.pdf,Google Scholar
"Summary health statistics for the US population; National Health Interview Survey, 2004","['PF Adams', 'PM Barnes']",2006.0,,https://stacks.cdc.gov/view/cdc/11809,Google Scholar
"Methodological issues in the collection, analysis, and reporting of granular data in Asian American populations: historical challenges and potential solutions","['NS Islam', 'S Khan', 'S Kwon', 'D Jang', 'M Ro']",2010.0,Journal of health care …,https://muse.jhu.edu/pub/1/article/400774/summary,Google Scholar
"Scientific Registry of Transplant Recipients: collecting, analyzing, and reporting data on transplantation in the United States","['S Leppke', 'T Leighton', 'D Zaun', 'SC Chen']",2013.0,Transplantation …,https://www.sciencedirect.com/science/article/pii/S0955470X1300013X,Google Scholar
Making Wage Data Work: Creating a Federal Resource for Evidence and Transparency.,['C Pena'],2018.0,Workforce Data Quality Campaign,https://eric.ed.gov/?id=ED603089,Google Scholar
"Digest of Education Statistics 2016, NCES 2017-094.","['TD Snyder', 'C De Brey', 'SA Dillow']",2018.0,National Center for Education Statistics,https://eric.ed.gov/?id=eD580954,Google Scholar
"Most physicians were eligible for federal incentives in 2011, but few had EHR systems that met meaningful-use criteria","['CJ Hsiao', 'SL Decker', 'E Hing', 'JE Sisk']",2012.0,Health Affairs,https://www.healthaffairs.org/doi/abs/10.1377/hlthaff.2011.1315,Google Scholar
"COVID-19 incidence and mortality in federal and state prisons compared with the US population, April 5, 2020, to April 3, 2021","['N Marquez', 'JA Ward', 'K Parish', 'B Saloner', 'S Dolovich']",2021.0,JAMA,https://jamanetwork.com/journals/jama/article-abstract/2784944,Google Scholar
"Disparities in diabetes: the nexus of race, poverty, and place","['DJ Gaskin', 'RJ Thorpe Jr']",2014.0,… journal of public …,https://ajph.aphapublications.org/doi/abs/10.2105/AJPH.2013.301420,Google Scholar
Current Status of Federal and State Programs and Cross-cutting Issues,['N Resources'],2018.0,A Smarter National …,https://www.ncbi.nlm.nih.gov/books/NBK493427/,Google Scholar
Dynamic and decentralized global analytics via machine learning,"['H Wang', 'D Niu', 'B Li']",2018.0,Proceedings of the ACM Symposium on Cloud …,https://dl.acm.org/doi/abs/10.1145/3267809.3267812,Google Scholar
Your statistical consultant,"['RR Newton', 'KE Rudestam']",2013.0,,https://books.google.com/books?hl=en&lr=&id=Ms45DQAAQBAJ&oi=fnd&pg=PP1&dq=Federal+Statistical+Research+Data+Centers&ots=EygZ-2QF59&sig=fzHSDO4bI96Ax_ZKqlHUcJEleuE,Google Scholar
Committee on Government Statistics and Information Services,['SA Rice'],1933.0,Journal of the American Statistical Association,https://www.tandfonline.com/doi/pdf/10.1080/01621459.1933.10502275,Google Scholar
The economic geography of the Internet's infrastructure,['EJ Malecki'],2002.0,Economic geography,https://www.tandfonline.com/doi/abs/10.1111/j.1944-8287.2002.tb00193.x,Google Scholar
Statistical analysis quick reference guidebook: With SPSS examples,"['AC Elliott', 'WA Woodward']",2007.0,,https://books.google.com/books?hl=en&lr=&id=SOsX0IbNxeIC&oi=fnd&pg=PR15&dq=Federal+Statistical+Research+Data+Centers&ots=rq1Y0pgw6J&sig=z42i62Z9gEeva5Cq-tZM-DL-0v0,Google Scholar
"Asthma prevalence, health care use, and mortality; United States, 2005-2009","['LJ Akinbami', 'JE Moorman', 'X Liu']",2011.0,,https://stacks.cdc.gov/view/cdc/12410,Google Scholar
Digest of education statistics 2012,"['TD Snyder', 'S a Dillow']",2014.0,,https://books.google.com/books?hl=en&lr=&id=l1zOGR5PnwwC&oi=fnd&pg=PR3&dq=Federal+Statistical+Research+Data+Centers&ots=nd_Xc7kDR2&sig=KsVGRgxZqLcRkUpkWkveZ3uRaR4,Google Scholar
"Digest of Education Statistics 2015, NCES 2016-014.","['TD Snyder', 'C de Brey', 'SA Dillow']",2016.0,National Center for Education Statistics,https://eric.ed.gov/?id=ed570993,Google Scholar
Estimation of relationships for limited dependent variables,['J Tobin'],1958.0,Econometrica: journal of the Econometric Society,https://www.jstor.org/stable/1907382,Google Scholar
Cigarette smoking and adverse health outcomes among adults receiving federal housing assistance,"['VE Helms', 'BA King', 'PJ Ashley']",2017.0,Preventive medicine,https://www.sciencedirect.com/science/article/pii/S009174351730049X,Google Scholar
